"","PC1","PC2","PC3","PC4","PC5","Monthly_Balance"
"112",-1.59462845105336,0.313569306018289,-0.317501851226456,0.555940495722598,0.116200021591658,0.269712154900792
"113",-1.32335159706816,-0.707317550193344,-1.41908287854605,-0.0847439419774397,-0.477954510626428,0.266671564939207
"115",0.968886135694671,1.95284333793623,0.395844555697351,-0.554479528899106,-0.136500925710363,0.336430427937817
"117",-2.20181440182212,2.7954664083774,0.666701788904975,-0.915541289541584,0.280170489036674,0.841016237494638
"118",0.365520164489378,-1.4689186823048,-0.126179183255742,-0.159704823699632,-0.0550703850611919,0.232246225307994
"119",2.82278981705637,0.120515211731888,0.189497075744405,1.35698003880836,0.272199037892474,0.138982644661388
"120",2.34159705033505,1.75440925344795,0.401179535880352,-0.439850415360025,0.0330171362530492,0.20333539403547
"122",3.32522894255213,1.62062867240908,-0.15866770241961,0.278914218633713,-0.204744937937514,0.107079341324253
"126",-1.01059890984578,-0.205918216782531,1.61779863302598,-0.223270269894705,-0.206177938732999,0.451031979443089
"128",-0.41268933349356,-0.539855734129292,1.61625216601599,-0.743724155751586,0.212366048216743,0.232246225307994
"130",-2.29321951994317,2.37790619577921,0.782357944038982,-0.660647756393014,0.175159429781075,0.232246225307994
"131",-1.05006608718835,-0.446149575839877,-1.19252439597186,-0.208429292165312,0.0974855089909906,0.184798836306062
"133",1.18740146931133,1.4805859567472,-0.724787997341848,-0.574463489045527,-0.106191740394183,0.312752084376803
"134",1.51424260075855,-1.01271039904546,1.27358596686044,2.35776230385908,-1.50219687227677,0.228250303599874
"135",0.438470937707074,-1.85455908606218,-0.762347971319149,0.347148819642586,-0.379319803180608,0.232246225307994
"136",-1.09783326942793,-2.28951437379863,-0.355346073628935,0.15338741166499,0.0127207127147645,0.137311235099376
"138",-2.13065661518188,0.445943631634005,0.977229532358219,-0.222564942742887,0.0973682526849878,0.282439255377949
"139",-1.50663435158861,-0.817213623860191,0.312346671150103,-0.0835767350892193,0.254637424373194,0.412664748876558
"140",-2.04987579225224,-0.678088915918906,-0.561697750978728,0.236535230950969,-0.334456178674909,0.165296747126466
"141",-2.83644969789032,0.830489993680979,1.0767574562739,-0.448100572523674,0.0924067026743023,0.232246225307994
"145",-0.320723843417251,-1.87718523866115,0.394722757021291,0.0137647674242417,-0.131937967384054,0.219283372231497
"149",1.42880151056,0.642372135599743,1.0194018889618,-0.224117183096829,-0.285832277497677,0.193925616210821
"150",-2.77350326317054,2.39978644116259,0.360304478995385,-0.532756239556591,-0.273431548933117,0.526549257976402
"152",-0.0214312120336623,-0.437662833165469,1.46628269060004,4.7674249612771,11.8113946202578,0.292593753585071
"154",-1.46639574513046,-1.17787304507798,-1.34330704974261,-0.302558554866393,0.0571714824509183,0.232246225307994
"157",-0.156311523154142,-0.811437995964143,1.23272266689688,-0.366556257835075,-0.0574912254338763,0.285793931800099
"159",-1.09331853620997,-0.0795823463065653,0.579493983656671,-0.398526290696761,-0.0885232384361916,0.220138318316126
"161",-0.208801683031986,-1.97497329615891,0.0609120724981334,0.237377528504166,-0.138554266593152,0.195528015974923
"163",3.06257231854526,0.162674018385184,-1.28093908903058,-1.02355524895122,-1.3072410176172,0.18888305495867
"164",2.56949643767758,0.913552753914653,-0.810606943648041,-0.419485040564722,-0.128127557000537,0.232246225307994
"166",1.5259320872454,-1.67305101435985,0.488993973343017,0.198605701559069,-0.220830216179178,0.181615930841498
"170",-0.713985141313518,-0.464407324724772,1.15030964995684,-0.335993365817199,-0.0172357577205817,0.231474623547996
"172",1.55823905920864,-0.136942643102863,-1.22353709889014,1.24177942940912,-0.00789940612447612,0.211730425370405
"174",-2.5759614067803,2.41765411341597,0.900896733179686,-0.63959287476534,0.0179804790989882,0.582639115734605
"175",-2.28781965401441,-0.464585025267458,-1.22581496795473,-0.133166878644888,-0.535190636233156,0.232246225307994
"176",3.60919876026253,0.444379524304401,0.551777209141257,-0.459930471108586,0.190442681188763,0.172092817890918
"177",-0.247526302000155,-1.61149087245848,1.28781354255824,-0.307869455857512,-0.00303211635410868,0.195703968898433
"178",-1.12822838711293,-1.03867153841145,-0.600220838957017,-0.0759673249865138,-0.438985214927299,0.25076375372567
"180",-1.32232028337375,-0.332603351628412,-0.634998035960139,0.870698600019651,0.398506146958422,0.273291057048817
"181",-1.61798954088895,-0.165784176478704,-1.74104169831769,-0.206239479797981,-0.289743856151462,0.232246225307994
"182",-1.61721139683213,0.554269371610563,-0.816713105578158,-0.23444763985075,-0.366217954445298,0.268439541651993
"189",1.74724585239506,-0.287675339477932,-1.02426463391326,-0.281713010674756,0.0912428400389647,0.12135597176683
"190",1.64872156823124,1.13128951913364,-0.705947245316051,-0.4207226676546,-0.13674733873515,0.246098699836482
"195",-2.16562403179488,0.992630894776974,-0.739218563983539,-0.495283598688203,-0.343379442045818,0.245134284108955
"196",-0.756410721876501,-0.604175898005453,-0.933146241156462,-0.342911757497234,0.248211957169973,0.232246225307994
"205",-1.41550826586745,-1.43187162971003,-1.24036314638942,-0.159626534011171,-0.0887690463957696,0.1806251121829
"208",-2.16193102099035,-0.136610376707247,-1.76478989087181,0.141079462297846,-0.234649524286761,0.0456486552256821
"209",-0.238143991516529,-0.737071778986045,1.12495628622545,-0.456718588074605,-0.0861142004332181,0.253287386931511
"210",0.975273503842866,0.106381948708818,0.0257907558838495,0.0265618728950555,-0.328570351763702,0.248527611697604
"213",2.30414839934378,-0.244728163602296,-0.346548510812396,-0.238155995901929,-0.0689115803555246,0.232246225307994
"215",2.43768109956392,-0.955393869626499,-1.27622715771273,-0.203755210372077,-0.0212197876164644,0.199331795909266
"217",-1.82903617286207,1.14417178769699,0.46489153145197,-0.167835150723303,-0.0155876501327296,0.232246225307994
"219",0.380812883865404,-0.761444795987995,0.191393315320585,0.0130516054317648,0.346436429400418,0.0742060099742923
"222",-0.817361853006134,-2.1397554295717,-0.39215623749612,0.351672978837591,-0.343877049196915,0.285858208464385
"224",3.05192270538736,2.1887328889377,1.674784824281,-0.793130304449835,0.203009917099812,0.232246225307994
"225",2.40075054264075,-0.271977503760219,-1.03658584969783,0.183040582231799,-0.435913195480009,0.178948078868927
"229",-2.1132266489723,1.35423614377203,0.365261722942151,-0.810566042772221,0.40630777279351,0.135601728713158
"231",1.14759056392918,-0.233893101687758,1.64283670287957,0.0414119029941666,-0.361249285590922,0.373949150735413
"232",-0.712296892143838,0.136009664860358,1.76794864535555,0.23665142941094,0.914554090210565,0.152338734888505
"235",2.51773564376513,1.5456930442251,-0.00078526164906173,-0.406817853062514,0.339619407289756,0.232246225307994
"236",0.660600076345078,-1.56873594908148,0.754132453463626,0.0583091186519464,-0.135232197058319,0.186809479662991
"238",-0.627127916043852,-2.29918511187996,-0.744694181369004,0.318402750676359,-0.526452506720862,0.224539779390429
"241",0.576096093388484,1.6783100835294,-0.897764283676838,-0.130423818918408,-0.588328115197492,0.181307433966162
"244",-2.36968576711918,1.8718186783019,1.29369946821189,3.32118722259655,9.73230266442442,0.520580536991799
"245",0.757121251003754,-1.50440775361484,1.19714394379062,-0.0991099950699315,0.187583478369918,0.232246225307994
"254",2.138529270278,1.68677422798133,-0.122847575970315,0.908305358303623,-0.0983328435329024,0.203041576416882
"255",-1.97821577644261,-0.845957020517783,-1.22725051818343,-0.0450175715516076,-0.488360064304497,0.258911227882215
"257",1.41770884875356,-1.78103386509937,0.86324120948789,-0.368179002248667,0.0898231896164371,0.194097502203882
"259",-1.86287557595219,-0.785111859313651,-1.7609284460412,0.0832147047499823,-0.454619130602469,0.276986503971416
"267",0.037978513368551,-1.03294126802673,0.959434840155589,-0.275281631981163,-0.163584173077329,0.232246225307994
"270",0.258431747849432,-0.226684096202159,2.20994974062314,-0.492406201338265,0.0375097430965264,0.320640560426261
"274",-1.99659532011994,0.634827701683658,-0.0657721570917215,-0.276995508419629,-0.29057809685062,0.345920988052497
"275",0.436142788273349,-0.460275104669685,1.34765539253358,-0.682174246021843,0.324739196340773,0.256029657840262
"276",-2.71983381251457,0.933548586779332,-0.612533124148503,1.79025006151118,0.355877941549622,0.477551763083221
"277",-1.00924245840752,-0.728816254432176,0.982898204201226,0.229155792236167,-0.00627634198944755,0.232246225307994
"278",-1.40750753881537,0.0883229727768473,-1.10102220794576,-0.242309191555423,-0.358277696732898,0.318097656467617
"281",1.72541095867468,-1.00046222419635,0.0667503401158055,0.0656259095841816,-0.343970498097138,0.204788540109626
"283",-1.19371059138295,-1.24640845857127,-0.29824828506497,0.0402989267100253,-0.44818690050685,0.228325140505236
"285",-1.69243904053794,1.07723143460962,-0.851412550528669,-0.175203848649626,-0.566945742268722,0.400209765382147
"286",-1.12254079257879,0.630040756465535,0.14701577803388,-0.321070792544105,-0.305028069584395,0.232246225307994
"287",-2.28449649612772,0.224225846355416,-0.984460959360523,1.15722559159948,-0.179369708482241,0.229075825426592
"288",1.91203313841196,1.02160260407886,0.115272375461375,-0.587974907645456,0.0648634229288078,0.234095643909739
"291",1.47009902481836,0.788310997374147,-0.701138168279325,1.3022545238658,0.697627915323074,0.142826452348716
"292",0.29095682328003,-1.92826159221257,0.0714694151614112,0.19618320349645,-0.047876960967564,0.183573261295865
"298",-2.83806549207723,0.807344519270895,0.0576207732944727,-0.449056435570992,-0.328768924785119,0.232246225307994
"302",2.86003235277028,1.41404390328273,0.0839921563824006,0.063724041515028,-0.378406193793455,0.320634093086832
"305",2.37397428905688,2.18891511179312,-0.315400823443635,-0.737960826430863,0.00754821139422195,0.211500315221661
"306",0.791052974905745,2.24799824506162,0.00954785577022621,-0.271382235678952,-0.526873481305395,0.320914158917438
"307",0.576676365606082,0.943239439237193,-0.375387772466863,0.96233945250415,0.491482098671309,0.232246225307994
"311",1.14166722370258,2.10972182237109,0.0279703753412657,-0.388731222899174,-0.575888761980462,0.232246225307994
"313",1.12231779054356,-1.36924517282258,1.36698546132383,-0.264114876171525,0.144226270252337,0.211805819098491
"314",0.170806669019515,-0.144281793173207,0.889121236880822,-0.113830370451116,-0.182225649928004,0.297709814974283
"321",-1.63253665733657,1.52463720907571,-0.430852155077257,0.368884178551663,0.224459199647975,0.268953606927237
"322",-1.53279689004288,-0.682066543921886,0.558561788135363,1.95677857355081,4.47047567654589,0.203791608992574
"323",2.14736163908813,-0.207553225056772,-1.05687633587593,-0.165830323830475,-0.171241037514294,0.232246225307994
"324",-2.21968482775949,1.74353763167736,1.29977111979549,-0.152517311794972,-0.23725982480065,0.232246225307994
"327",-1.79394194655422,1.23186072802991,2.37981416486546,0.492321861222063,0.998272964315915,0.466031225745892
"330",2.29712463268388,-0.752240838218719,-1.62754272297212,-0.353830437020828,0.123004315569127,0.120736563407231
"331",-0.907065897815037,-0.672729107927598,0.432061555963272,-0.0441658407314109,0.224212804702015,0.159232982128626
"334",2.93708857682519,0.646342204714832,-0.219989532709504,-0.516316746286316,-0.00273042359854656,0.232246225307994
"340",-1.60807514031044,0.577324076838122,-0.508171036031297,0.490099878818113,0.181445881888305,0.249400620381648
"350",2.52984268254404,1.94823562863599,0.225160340402509,-0.031124739928204,0.115076984248417,0.216447560591424
"351",0.0950711967582091,-1.7768418238561,0.51395618279111,0.350296401630073,-0.200917848631585,0.173607686983872
"354",-2.34985953711866,-0.705291334446287,-1.02928402042186,0.0208774581995583,-0.660011472168575,0.285294057399601
"358",2.97999443731858,-0.68236066955156,-0.275514035594032,-0.304730366891154,0.0852828726631738,0.232246225307994
"359",4.16286464394436,0.547062464113159,-0.383905856908426,-0.100842738411073,-0.31177051577459,0.199444679694835
"360",1.22285749605377,1.35635347683351,-0.916991566278904,-0.538418908955379,-0.292736009084854,0.214493843327439
"364",0.178156835841384,-0.0964243998136418,1.04809850603927,-0.288883098822621,-0.332414718960936,0.299661707049889
"365",1.19695581571256,1.31609119438835,0.78674628105715,-0.733227634588583,0.362764958198385,0.401574283248103
"370",-1.82702018953333,-0.0336708513160552,0.762172348138897,-0.587793683465855,0.189376785331131,0.232246225307994
"372",3.43959709932609,-1.13068893409206,-0.697719305875853,0.181693594064973,-0.0912121397732272,0.205352351127951
"379",3.49168892728977,0.638763260374089,0.350342181784404,-0.251220486332717,0.74296017965291,0.191084579950705
"381",3.20291518049368,1.38514859041774,0.392197872465584,-0.156220944174707,-0.478139582678634,0.182823340931524
"382",-1.43391699871123,-0.125254512197807,-1.07462378417014,1.01739394023801,0.277901754910078,0.187001806454125
"383",1.81806852929769,1.35249977793328,0.0990172451986544,-0.584691081020806,-0.134859843992586,0.232246225307994
"384",-1.11687202464817,-0.472618913646028,-1.21326227626531,-0.0120451832326863,-0.48785911926691,0.222277073466874
"385",-1.98648983957955,1.25515367485429,-0.0997204365604478,-0.26852191787317,-0.37243173298394,0.232246225307994
"390",0.716319693116485,-1.16604717643471,1.18066468087941,0.278952095413326,0.414618288385784,0.201015915021783
"391",1.53143667851891,-1.23892303846452,0.572739228601893,0.204323588315808,-0.281804950268074,0.139657003118561
"392",3.1481062704098,0.141084567277786,-1.3897588059281,-0.161858085146774,0.0764060504461187,0.232246225307994
"393",-0.0452641599649993,-1.88134047421345,0.905026660537448,0.211692819121103,-0.35527858549375,0.167061439216743
"398",0.195455854455708,-0.730542016201209,1.25067294134581,0.127463520488297,-0.251959976627855,0.253521408783905
"399",0.665106588797365,-2.03525505092695,0.112218185144401,0.11849464986027,-0.040350700207976,0.205580518293776
"404",-0.48534982610745,-0.870284199254945,1.26246884290771,0.0851546595413546,-0.0758863215254023,0.380317938495786
"405",2.7590812632091,0.595571292924967,-1.24738494571348,0.0828176851173294,0.00931499613227133,0.232246225307994
"406",-1.75253581614849,0.298600593819845,-0.0348417913370817,-0.254372330899346,0.0275184821207,0.298093085929379
"408",0.952329377288384,0.322711231174147,-1.59725236921087,-0.156993416029339,-0.233066650923377,0.187029922347381
"413",-1.28362206248651,-0.851647306088617,-0.344241207367714,-0.521574837056727,-0.00378422887141469,0.259219493135484
"416",-2.45704963342142,-0.636804533726899,-1.84200117798114,-0.288969200239164,-0.150691808702944,0.252019249583035
"422",-1.12283060772899,-1.02775444596119,-1.42935469392931,-0.218478763273949,-0.0461864491688217,0.232246225307994
"424",-2.03106837837799,0.230371044024602,0.680522039902174,-0.435473717286851,-0.0710037005527879,0.325920924278333
"427",1.49334317632669,-0.684362715608553,1.01423944905959,-0.538966713848417,0.243063401435342,0.194592710454669
"433",-0.422557070350059,-0.699276603044375,1.04053638536052,-0.232668252083314,-0.302116772171705,0.226826894206757
"434",-2.8145929412303,0.271775628666408,0.0591786876453944,-0.139704956242101,0.497907309699388,0.494585697819172
"437",-0.470108154936294,-1.35454190959879,1.55852645515971,-0.298420311646544,-0.0355829101680288,0.232246225307994
"439",2.02265705245159,-0.320063692852867,-1.618051145959,-0.393136739608697,-0.136136523463618,0.216625818323076
"443",0.424697084517386,-0.989960051049849,0.464152569492127,0.00679876040122502,-0.0389551961725013,0.171466663735788
"445",3.30739224132434,1.13546352437728,0.537925060705876,0.0656172647859955,-0.121134530495514,0.162731506437549
"446",2.70935160366938,1.77130599435503,-0.917724348200899,-0.392526007739755,-0.30144742505807,0.26306435781316
"448",0.454077506045755,1.04443114338132,1.45111487559258,-0.253388154141993,-0.153821243856978,0.232246225307994
"450",-0.87715390594149,-0.357992046730889,1.8604081310176,0.197624921545411,0.0434895717655416,0.281991679044347
"451",-2.04363550181816,0.745553999222771,0.476578628736741,-0.382876767557521,-0.139172938362371,0.232246225307994
"453",2.51390758249163,1.043716835861,-0.102321882642749,-0.54619013632907,-0.163993891158405,0.210172997472283
"455",-1.3289959306375,-0.139217478367434,-0.828385688362202,-0.100599562706285,-0.542491183017063,0.242929425630398
"457",-0.76196061027525,-1.65602020338391,0.37424433761073,-0.163129534208401,-0.090866782441872,0.232246225307994
"459",-0.0167424507288544,-1.89808700256621,0.176563340867933,0.140882457964586,-0.133626733625127,0.165308178993397
"460",4.11782773353096,2.2659010673072,0.63336595523865,-0.345709979375498,0.00948093023846675,0.359877545242228
"462",2.46679196598316,1.7539240191116,1.22934487700251,-0.485091207885881,-0.062515776609154,0.30181957554453
"463",3.56654065555632,-0.208954416593957,-0.884678852754506,0.415124833825586,-0.340656198162793,0.188737556119957
"472",-1.4766355458573,-0.966511300198826,-0.611150894266789,-0.235524160099631,-0.153365430030805,0.232246225307994
"482",-2.42290420886492,1.75880462882032,0.676122647874461,0.439782440876552,0.856455584763004,0.406094497315725
"487",-0.957951620068377,-0.471843276677601,-1.57665238013283,0.107123067594561,-0.00249114054512041,0.0800796325710929
"489",-0.998800001084462,-1.62940981115299,-0.576597530796145,0.434186144311853,0.00755360475350124,0.128463941182197
"490",-1.44535053270467,-0.438360696232681,-0.768098506825419,-0.480241358503297,-0.121649706229866,0.229398512243887
"492",0.825989144771472,-2.23805777045327,0.12606185545177,0.0321482946305852,-0.00829317887417935,0.232246225307994
"494",-1.5837229030383,1.02396251432442,0.322551847317616,-0.31488009287939,-0.282157788350254,0.485126134790725
"496",-1.70679155806445,-0.107325196610156,-0.492214034613667,-0.707420320794433,-0.0947198018994034,0.266327506770129
"499",1.49364547204903,0.663212128382454,-0.86089182717769,0.126444501381433,-0.369085300725645,0.199480574929928
"501",1.05069306953755,1.55546861289889,-0.43996353512767,-0.653475259429957,-0.221564826829862,0.271023179255542
"502",1.68931346842628,0.336998317444981,-1.83815450037145,0.346232810931433,-0.326675124135948,0.232246225307994
"503",1.29695524801535,-0.844166003631814,-0.0415397341376454,0.431106516375134,-0.250844695089195,0.111767682402945
"508",2.71371474879512,1.92507165867348,-0.532856785709739,-0.704561772618919,-0.265087316187071,0.19212120218198
"511",1.13776727976198,0.36431316330646,-0.90058853234569,-0.120403881920508,-0.367843290499459,0.261888654323726
"512",0.962861794206317,-0.956216673986842,-0.611833233524652,3.24952778065039,7.27433834352694,0.029407208423102
"514",2.86183894153787,0.428414924715831,-0.84786486180303,0.247747676970753,-0.294605646515592,0.232246225307994
"517",-1.95043218212304,0.847217556363072,0.268530651116428,-0.723713142684977,-0.212259660312451,0.378974722017412
"521",-1.77773930002696,-0.0726756766854371,0.028417349206418,1.08165464999041,0.540211559704188,0.393169328012214
"523",-3.28725080712445,2.40521478458872,-0.169089479969736,-0.405560113473013,0.0209393124339154,0.232246225307994
"524",0.104770454466153,-0.558549603078387,0.478810855631076,-0.291410850360934,-0.115991652571968,0.233398011542134
"525",-1.390769962105,0.028069331848549,-1.26090267927526,-0.410089005351815,0.132539748121275,0.232246225307994
"526",2.46618576717085,0.504699716722405,-0.920533586920221,-0.243840151628732,-0.273450822412061,0.21150776255997
"527",-1.65117957688639,1.03912002655389,0.733034945844937,-0.62953197665534,0.051106876882953,0.503080325149185
"529",-0.251440479485508,-2.01209107506992,0.025906847107751,-0.159796170988097,0.0223443852989736,0.184606786271264
"533",0.26847634873572,-1.0900072701522,0.809757042816761,-0.0903199067992249,-0.362948504939904,0.223092574354745
"537",-2.0976299435516,1.01366664683683,-0.156010774844971,-0.538353582532937,-0.326719360932024,0.232246225307994
"538",-2.57305777672406,0.879079572722051,0.0059505904218109,-0.395628170741783,-0.292377721154399,0.517444540070562
"540",-0.612861206964631,-0.650082077814736,0.547661140910343,0.277835209899403,-0.00813455142742561,0.380003406749958
"541",-1.99980603290997,0.406610987221265,-0.547756437317003,-0.583555033377857,-0.31727462943787,0.249462455364405
"543",2.55729187191085,-0.148662816342069,-0.735371182408363,-0.203953417418654,-0.0580329329256553,0.180363410751204
"547",2.67074112600839,0.0418359860415071,-1.12220823098133,-0.217573948035951,0.0810526126572733,0.232246225307994
"548",-1.7775613764907,0.107730852603827,-1.89871710134237,0.114716460445927,-0.230335805285943,0.441487528783248
"551",3.99934332137236,1.30916586500382,0.101521045818438,-0.354552377523171,-0.0948667043744876,0.227668755057669
"552",-0.319078511744768,-1.16876783103238,0.908248350034986,-0.239199205710027,-0.0501395494658043,0.319752030830789
"553",-0.733571246316221,3.45478460846094,2.07009530624684,2.22524332995563,9.73450940926209,0.266001239049595
"555",-0.279398058212325,0.380499541941969,0.795393223107455,-0.213534570755971,-0.187743051008494,0.232246225307994
"557",-1.61409008702209,0.0833351296902992,0.0899118936423034,0.958262913720665,0.0244644004598932,0.328518289180153
"559",-1.5041423148252,0.286442108451583,-0.909114916617833,-0.124774285723229,-0.615682894742899,0.24677591246111
"560",1.43384635687876,-0.129331989463256,-1.87158336349237,0.210429296819325,-0.564703923893052,0.220151312524428
"564",-1.15930884327281,-0.451347041886391,1.57983724826358,1.02203413682327,0.23357107438444,0.242973372145374
"566",-1.16665320020007,0.247028119255136,-0.847663793683263,-0.444686235645171,-0.010589074687392,0.232246225307994
"569",-0.960762895599263,0.25056949397457,1.41572987407957,-0.336302015329449,-0.0952568166169611,0.3309581709164
"571",-0.29580500968064,0.686222483940723,1.94467886976814,-0.355988194722128,0.101681060658046,0.461745781818558
"575",0.435225976012437,-1.33819862328655,-0.134167902867,-0.299002793676897,0.148727931984518,0.212289185617427
"576",0.230720184887141,-0.0250386535422628,1.30819199946284,0.932047281300923,0.709225571680066,0.226068604543252
"577",1.50049624528963,1.19477446169008,-0.465739426159997,-0.171139847306336,-0.356190009287384,0.232246225307994
"579",0.374635395813264,-1.02243659729027,1.15968777808931,-0.214321539677915,0.0463229978032772,0.227091261542422
"581",-0.066688605039837,-0.214284893507958,1.20409520045057,0.245325947979581,-0.501074986944493,0.177144677758589
"583",-0.3996507208712,-0.149775355475393,0.806614881182788,-0.475424238071436,0.11724905611245,0.466777310630911
"584",0.951167227628882,-1.4668258173533,-0.236538415851135,0.100948362181141,-0.287767424070632,0.245976833926477
"585",-1.78134552968128,-0.0536306548707084,-0.829807452233824,-0.573398614319449,-0.0881503290601432,0.232246225307994
"586",-2.2003001375453,0.198642721886817,-0.229034197797729,-0.564269075815807,-0.0820138273363187,0.315337851127597
"589",3.31302533104125,0.133862763497877,0.433887349317438,0.146081944390823,-0.166980328744596,0.19204903887264
"590",-1.32679973113878,-0.088417607094492,-1.07777689521549,-0.190689026368532,-0.549745823345436,0.262316481860916
"591",-2.1757966497621,1.46313725146652,-0.108265670306535,0.0626241391083166,0.387910137861274,0.144818270549627
"594",2.90715760903234,0.412083935271391,-1.76630959153824,-0.0427679925358559,-0.381261406922061,0.232246225307994
